avg_area_income,avg_area_house_age,avg_area_roomNb,avg_area_bedroomNb,area_population,house_price,house_address
97548,5.46,7,3,39089,2026303,"349 Sean Forges
Whitakerville, WY 85138-4153"
61689,6.84,8,6,35553,1311473,"Unit 6166 Box 9012
DPO AA 29420-5875"
72470,5.61,8,3,27228,1123387,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247"
76048,6.64,8,6,22470,1205750,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209"
79186,6.22,9,6,17840,1582140,"448 Middleton View
Jenniferton, GA 83163-3132"
49220,5.40,6,2,46982,573435,"90759 Beth Manors Apt. 532
Williamport, RI 50228"
80040,6.45,8,6,29699,1735826,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907"
51996,6.77,7,2,47074,1052185,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215"
52711,7.87,8,4,25594,1151282,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240"
56934,8.08,8,3,37076,1531217,"USCGC Sanchez
FPO AP 77447"
66761,5.70,6,3,42293,1103353,"76265 Morris Walks
Lake Jamesland, MN 54821"
52377,5.36,4,2,34189,308200,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757"
70224,7.04,7,4,40274,1423296,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341"
62613,6.95,7,3,40790,1315684,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532"
80285,5.03,4,2,23457,637952,"9488 Wood Hill
New Jesseton, IL 19753"
66812,6.04,5,2,33499,1027191,"39656 Julie Ways
South Richardshire, WV 91991-0615"
51142,5.38,7,6,41873,729679,"USCGC Williams
FPO AE 95935-4246"
90535,5.72,6,2,42249,1676770,"9912 Anderson Bridge
Port Chad, NY 38307"
93186,5.81,7,2,23723,1569122,"719 Yvonne Station
Patrickfort, MO 43725-2826"
70743,5.38,5,3,26898,874970,"7526 Kara Club Suite 242
Deannabury, KY 79535"
56025,6.58,7,4,36216,1172413,"428 Jacobs Overpass
Bradyville, NE 27399"
76225,6.40,5,2,50003,1538985,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168"
89671,4.38,9,5,15626,1286573,"7557 William Plains
Tamarabury, PW 76806-8720"
89826,6.60,7,3,18598,1646033,"09777 Ortega Drive
Leefort, AZ 98396"
61014,6.83,6,3,34772,1147313,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023"
63362,6.14,6,4,34972,976484,"14640 James Freeway
Lake Nathanchester, HI 32651"
57086,5.89,7,4,39003,1073350,"97843 Jessica Drive
Stephenborough, AL 57418-2908"
69045,4.31,6,4,34764,1084256,"937 Singh Greens
Bakerfort, HI 27291"
81439,4.76,7,2,43340,1432252,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618"
78300,6.88,8,3,39298,1676071,"60626 Lopez Circles
Jonathanberg, NV 15215"
87386,6.04,6,4,31736,1580557,"59562 Edward Creek
Katherineborough, CT 42078"
83150,6.30,6,3,45986,1549874,"0306 Hernandez Club Apt. 883
Aguirrechester, HI 88830"
94085,6.31,9,5,31011,1989673,"61316 Julie Turnpike Suite 237
Williammouth, AL 52135-3954"
60710,5.40,8,6,44101,1286981,"54528 William Streets Apt. 691
Anthonyhaven, IA 31543"
71309,7.51,8,4,32357,1752968,"701 Michael Courts
Lake Diamondchester, ND 59260-2575"
93304,4.72,8,3,38163,1529711,"8619 Brandon Coves
West John, SC 38987"
85631,5.62,9,4,42812,1710612,"242 Scott Fork Apt. 801
West Brianhaven, AS 10256-3621"
51360,6.37,6,2,40797,774010,"1939 Ortiz Springs
Rogersfurt, KY 08574"
75869,5.90,6,3,39296,1536144,"37770 Travis Way Suite 466
East Cynthia, FM 20131-8633"
82733,5.81,8,6,39061,1662939,"06954 Shane Fort
South Jamesfurt, RI 46652-5410"
67043,5.95,6,4,53739,1443027,"60943 Travis Station Suite 213
Jacobton, NM 98775"
67037,5.77,7,3,41042,1282258,"96065 King Loop Suite 246
Kylehaven, SC 68949-5123"
56697,6.74,9,3,26083,1245968,"131 Weber Plain
South Brittney, KY 62380-9095"
65837,6.30,7,4,18250,1025909,"098 Marissa Village Apt. 996
Tinatown, SC 06354-8234"
79478,5.83,7,3,30411,1380070,"4638 Brown Ridges
East Victoria, WI 18252-6242"
55048,4.30,6,2,25093,288709,"PSC 6367, Box 8767
APO AP 41574-6578"
80613,4.81,8,5,35692,1247581,"09890 Jackson Circle Apt. 190
New Krista, AR 82878-0303"
76848,7.45,8,6,43978,1767399,"1109 Poole Estate
New Kathryn, AR 21503"
83587,6.62,7,5,34278,1588550,"6638 Patrick Mountains Apt. 899
Reedmouth, IN 33047"
86343,5.51,7,3,35780,1685217,"6881 Michael Knolls
North Deborah, PA 22711-5716"
65846,6.39,7,3,28214,928950,"12315 Johnson Corners Suite 788
West Tyler, WV 04839"
69577,6.02,8,5,48122,1565931,"8363 Michael Manor
Welchbury, WY 49675"
61581,4.99,7,2,43071,926883,"360 Gray Shore
North Cherylside, PR 98151-1382"
79097,5.87,8,5,43951,1770617,"PSC 4708, Box 5599
APO AA 90727"
68988,5.85,8,4,28735,1279354,"85057 Steven Common Suite 196
Jamesmouth, RI 95375"
46926,4.84,5,3,53820,530765,"9551 Rhonda Inlet
West Jeffrey, AL 23901"
84708,8.47,8,4,28219,1874896,"39963 Dustin Garden Suite 315
Porterport, FL 25335-2659"
79619,5.73,7,6,34605,1422890,"33640 King Via Suite 489
North Michelleside, FL 74030-0766"
61795,7.06,7,4,40719,1245788,"16804 Patrick Lodge Apt. 946
East Bradley, SD 93895"
54621,6.39,7,5,44500,1248131,"8393 Raymond River
New Francisco, KY 28146-9843"
70154,7.44,7,4,31863,1535565,"708 Ronald Lodge
Wallberg, NC 99284-2612"
79293,6.56,8,4,27773,1709442,"7763 Anderson Summit
South Ashleyport, KS 30939-6959"
67348,4.95,9,4,52158,1433260,"0942 White Key
Cynthiaborough, MN 74981-2216"
73356,6.53,8,6,28008,1282759,"Unit 0474 Box 5567
DPO AA 77678"
68958,6.02,8,3,46682,1682709,"Unit 0375 Box 5726
DPO AE 97365"
44088,7.56,6,2,31033,624483,"71471 Mcgrath Passage Apt. 044
Mendezville, NV 28559-8349"
80650,5.02,8,6,54516,1651685,"52214 Bruce Island
New Pamela, WY 80939-1528"
57945,4.89,7,3,23040,768035,"95430 Leach Hollow
Gordonview, NE 01088-0293"
63626,5.19,6,2,35778,1001877,"0285 James Crossroad Apt. 384
Jessicaview, TN 23865"
60684,6.88,8,6,42643,1500821,"USS Cortez
FPO AP 24063-2965"
90161,3.40,6,2,34010,1273988,"8934 Kristen Fall Suite 814
Gibbsview, DC 34096"
62016,4.98,7,2,48897,1031046,"505 Gonzalez Villages
West Holly, HI 79586-9203"
79261,5.15,8,6,36129,1508199,"64087 Chad Ford
Weissside, NE 91504"
49206,6.40,7,4,30396,773996,"70252 Jones Track
North Carlaville, AK 16083"
84974,6.55,8,6,38072,1723707,"PSC 8482, Box 8446
APO AE 38902"
80574,3.96,8,3,34412,1260827,"1911 Kathy Creek Apt. 339
Lake Craigshire, DE 27255-4685"
71062,7.19,7,4,30771,1367143,"333 Eric Avenue
Josephmouth, AS 16402"
85828,5.20,7,5,29248,1303092,"4258 Johnson Square
New Christopher, GU 59235"
67869,7.15,6,4,32732,1341870,"98552 Scott Street Apt. 104
Port Jennifer, RI 77598-1581"
72779,6.22,8,4,24559,1188417,"17598 Dennis Brook
Greenton, WY 81859"
73305,4.60,8,6,24284,1155077,"238 Delgado Center
East Charlotte, GU 19126-4603"
68026,5.25,7,4,35479,1048969,"05581 Thompson Mountains
Lake Darlenefurt, NH 44102-3505"
81025,5.80,7,2,25838,1319478,"02827 Alexis Landing
Rossside, GU 67047"
69289,4.93,6,4,40696,1022409,"16295 Wood Motorway Apt. 541
Sandraview, IA 95516-8640"
72695,5.36,7,4,48115,1394971,"459 Hays Squares
Isaacborough, MN 74557"
67569,5.00,8,4,36475,1183344,"86766 Susan Ridge Suite 556
East Theresamouth, MH 09051-0041"
76504,5.64,7,4,42154,1259920,"6822 Pamela Centers Suite 537
Seanmouth, AZ 48832-2451"
66274,4.97,7,2,12951,579586,"PSC 0675, Box 5018
APO AP 00437-2898"
57736,7.41,7,4,45688,1591188,"5181 Michael Springs Apt. 305
Gomezport, UT 25664-2756"
73505,7.21,8,6,31537,1437154,"6790 Kelly Flat
Yorkborough, OR 63137"
60538,4.65,7,3,31248,851019,"702 Melissa Key
West Lisafurt, WV 54879"
66545,6.40,6,2,34142,1321037,"568 Jennifer Falls Apt. 236
South Nicole, IN 15411"
60755,6.48,6,3,29425,1112286,"9613 Edwin Mews
West Jacobfurt, MH 44303-7441"
86161,4.20,8,3,47757,1509969,"Unit 5763 Box 7057
DPO AA 43894"
44577,7.90,7,5,27836,959626,"2480 Preston Lane Apt. 815
Sandersfort, AK 98217-6991"
61951,5.02,7,6,38737,1032180,"3484 Lee Meadow
North Tina, AS 81526"
79028,5.99,7,3,21388,1232015,"785 Christina Drive
Darrylfurt, AZ 27606-0832"
69187,7.33,6,4,49506,1575101,"5281 King Motorway
Tinafort, ID 72673"
84268,4.50,7,4,31182,1257433,"03370 Angela Forge Apt. 416
South Charlesberg, WY 44653"
93719,6.56,8,5,39900,2173809,"039 Allison Brooks Apt. 116
Jonesmouth, PR 96253-5344"
65218,5.71,7,5,34864,1115549,"6478 Harris Bridge
New Rickeystad, UT 82195"
78170,5.54,5,3,44504,1397956,"PSC 9170, Box 1232
APO AE 46839"
63908,5.16,8,4,28299,1003905,"2001 Stephen Plains Suite 265
Jonesmouth, FL 96973"
74868,6.44,6,4,57841,1614374,"PSC 8544, Box 1991
APO AA 54210-2865"
73951,6.37,7,2,30519,1463368,"2568 Elizabeth Ferry Suite 833
Nelsonborough, KY 90566"
74159,4.15,8,3,32581,966621,"7972 Snyder Fort Apt. 686
West Benjaminside, OH 81904-1054"
63281,7.25,8,3,43032,1453663,"5889 Cindy Land Apt. 882
Port Johnside, PA 35545"
75869,5.93,8,5,32436,1321389,"30865 Rollins Burgs Suite 242
Cortezland, HI 41003-9434"
61172,4.07,7,6,41920,910513,"59631 Miles Wells
Lozanoview, GA 23655"
66120,5.80,8,5,28439,1029354,"26319 Lisa Tunnel Apt. 076
Davidhaven, FL 69932"
79567,5.50,7,5,49312,1608889,"536 Thompson Turnpike
West Toddfurt, VT 33903-0801"
84020,5.38,7,4,25976,1458009,"371 Frank Squares
Smithshire, VA 41884"
83936,7.70,6,3,55472,2198565,"02264 Rebecca Spur Apt. 938
New Tomburgh, NE 93284"
60007,7.40,6,4,47734,1281778,"8611 Swanson Lodge Apt. 186
Conwaymouth, RI 31621"
60126,7.15,7,3,25424,1196643,"5424 Lopez Hill Suite 805
North Sandra, CT 29555-5745"
70580,6.36,8,3,36627,1578494,"1123 Price Rest
Patriciafurt, AR 17057-1938"
53029,4.29,7,2,34472,430088,"58197 Anderson Squares Suite 899
Sarahburgh, MS 28271-3171"
55289,5.68,7,5,30773,677988,"7808 Michele Meadows Suite 816
New Donna, CA 17319-8250"
71777,5.22,8,5,29802,1085534,"20269 Elizabeth Course
Heatherside, NJ 41595-0901"
76000,6.49,7,4,35184,1634781,"1503 Allison Freeway Apt. 398
Lake Gina, AS 58599-4858"
56266,5.84,8,3,40493,1167450,"06789 Pollard Extensions Apt. 768
Danielville, MH 43252"
61591,6.82,6,4,34460,1067727,"97941 Anderson Crest Suite 575
South Shawnside, MD 87126"
71172,5.78,6,4,23264,887739,"93861 David Village Apt. 086
North Richardshire, OR 12991-5274"
57925,3.49,7,6,40178,842925,"607 Ashley Square
Simmonsville, LA 76219"
75026,3.39,6,4,33970,864067,"76711 Laura Lodge Apt. 211
South Chad, PA 10027-9358"
53080,5.47,6,2,23763,508952,"012 Daniel Isle
Lake Brianshire, MH 44798"
64629,6.29,5,3,46877,1223777,"1014 Chris Lakes Suite 741
South Brianfort, VA 41541"
62559,4.46,8,5,44522,1029037,"Unit 2965 Box 1848
DPO AE 20627"
90691,5.23,7,6,20847,1487998,"4402 Perez Way Apt. 084
Harrischester, PR 82109"
77701,6.78,9,6,38827,1836420,"16886 Jimmy Field
Jacquelineton, NE 37257"
66141,5.03,8,4,37356,1148067,"0934 William Centers Suite 482
Joyceville, PA 64628-1607"
79990,6.05,6,4,37817,1318681,"569 Wilson Heights Apt. 290
Alexanderchester, TX 22003-5887"
76294,5.29,6,4,40712,1174481,"110 Fields Viaduct Apt. 289
East Kathy, HI 18687-0225"
76256,6.02,8,3,41297,1522955,"4363 Michael Port
Alexandraton, NE 06643-5514"
76365,4.54,9,3,19992,1132146,"4882 Jeremy Ferry
East Sharonberg, ID 41904-9783"
73439,6.45,6,3,33286,1212462,"4718 Lewis Mountains Apt. 367
Williamsfort, VT 57366-8184"
46474,7.28,8,5,28182,864132,"887 Jennifer Union
North Jacqueline, GU 08025"
68562,6.32,7,3,35476,1336378,"11493 Miles Port Apt. 517
Bradleymouth, IA 22614-9226"
63786,7.20,6,5,67354,1747245,"USNV Roach
FPO AA 76691"
71321,4.20,7,4,47872,1398354,"35038 Mary Court Suite 134
Port Heidi, MD 85316-8496"
93129,6.19,8,4,42101,2020158,"Unit 7507 Box 5089
DPO AP 22014"
71834,5.88,5,3,31326,877779,"82010 Michael Manor
Hunterborough, OK 66490"
51815,5.74,9,3,43605,1255202,"850 Costa Trafficway Apt. 350
Turnermouth, OR 44156-7826"
69246,5.71,6,2,37598,1173414,"229 Wright Meadows Suite 586
Jamesville, CT 35091-0067"
63765,6.78,8,5,34303,1326680,"346 Brian Island Suite 100
Martinview, LA 68388-7139"
81844,5.12,7,6,51937,1585522,"84036 Quinn Islands
North Debraland, MS 31006"
62798,5.89,6,3,34652,1106337,"Unit 3403 Box 1145
DPO AA 37345"
56281,5.27,8,6,29142,962502,"8263 Shaw Ridges Suite 890
South Evanland, AZ 95568-4663"
67060,6.94,8,5,51237,1408075,"810 Stacey Causeway
Jeremytown, NV 90167"
58385,7.59,6,2,41930,1266210,"1669 Evans River Suite 294
Millerport, ID 81544-1368"
70259,6.76,8,6,54051,1741053,"4985 Tony Pass
Port Zacharyland, NJ 64442-8584"
87929,5.52,6,3,44486,1636559,"98883 Troy Glens Apt. 152
North Glenda, LA 96590-2034"
94734,7.89,7,5,46315,2318286,"4393 James Springs Apt. 818
Margaretview, ND 18572"
73505,4.84,9,6,47118,1409892,"506 Solomon Gateway
Michelleville, OH 48329-3260"
78643,7.13,6,3,13889,1166198,"USS Barnes
FPO AA 33522-4639"
78319,5.50,6,2,41569,1393996,"487 Pierce Islands
Port Shannonfurt, MO 93719"
63640,6.17,8,5,41449,1462609,"1545 Larry Haven
Lisaburgh, WI 82443-7047"
81728,5.53,8,6,51629,1922281,"94005 Nicholas Throughway Suite 032
Jackhaven, VA 24159"
89552,5.80,7,2,43965,1587406,"7561 Best Place
New Michaelton, CT 81304-0841"
49493,6.31,8,3,39909,967869,"919 Walker Drive Suite 425
Haroldfort, NY 03461"
61461,5.31,8,4,49688,1426546,"1669 Gray Meadows Apt. 793
South Christinafort, MN 47180"
72693,6.26,9,3,33125,1725430,"6340 April Orchard
South Craig, SD 65854-3373"
79702,6.76,8,6,46270,1753821,"492 Hernandez Hollow
Vargaschester, AK 64306-1547"
54995,5.19,6,2,15444,321059,"821 Potts Spring Apt. 878
New Janice, AL 55178-7547"
57328,6.62,8,3,28946,1089602,"0703 Harding Rest
East Jo, LA 45172-7688"
74586,4.49,6,3,48052,1137523,"6665 Victor Cliff
South Davidburgh, ND 97340"
77334,4.87,9,4,37906,1371670,"270 Bonilla Mountains Suite 148
Brennanfurt, OH 46989-4992"
77133,7.26,6,2,47451,1595621,"07646 Jenkins Glens
Philipville, UT 70049-6737"
96778,4.57,8,6,37481,1899948,"715 Armstrong Burgs Suite 894
East Christopherburgh, NJ 68031-3600"
52047,5.82,6,3,41716,674658,"378 Reyes Courts
West Joseph, ME 85342-6948"
78351,7.46,8,6,23053,1555491,"193 Terri Bridge Suite 747
Lewisport, NE 78007-9185"
61602,5.43,7,3,45188,1194192,"88076 Cooper Station Apt. 476
Whiteland, MP 67794"
84452,5.10,8,4,38221,1482107,"PSC 7487, Box 2783
APO AA 75396"
84713,5.95,7,4,11072,1154917,"9563 Martinez Road Apt. 461
Loweville, VI 15095-3171"
61493,6.20,6,3,37743,1050839,"8136 Stephanie Knoll
East Ashleymouth, MA 20672-6561"
37971,4.29,6,3,33268,31141,"98398 Terrance Pines
South Joshua, MT 00544-8919"
73159,7.94,9,3,25175,1748865,"2341 Rachel Turnpike
Lake Julie, DC 21341-5283"
74622,7.48,6,3,30737,1287031,"566 Tracy Lodge
Alexastad, IA 27350"
58956,7.37,7,6,38530,1237246,"005 Kent Lane
West Elizabeth, NE 84405"
69254,6.19,9,3,22525,1259734,"355 Zavala Field
South Josephview, GA 19634"
47550,6.37,8,5,43526,1028914,"573 Christian Village
Andrewbury, IL 41004-2204"
73272,5.90,7,3,39446,1388219,"318 Hernandez Burgs Suite 441
North Brandi, NY 50592"
61479,4.27,6,4,36838,637190,"48724 Ryan Estate
Berryfort, DC 89338-7003"
62317,7.57,7,3,47836,1717571,"6928 Christina Inlet
Sabrinaton, MD 21635-1363"
65464,4.68,7,4,26066,729689,"8041 Donald Villages
West Harold, GA 09192"
87884,7.61,6,3,41013,2049147,"PSC 2506, Box 1317
APO AE 26084"
67819,6.55,7,3,37516,1340705,"6243 Harding Summit Suite 030
Fordmouth, GA 31912"
65660,7.16,5,2,40337,980983,"869 Acevedo Cliff Apt. 769
North Michael, NM 00441"
68828,5.87,7,2,45936,1518169,"081 Maria Gateway Suite 913
Davidville, TN 53584-5691"
71153,3.06,7,3,40951,1002840,"31678 Kevin Garden
Jamesside, LA 56516-6482"
80940,6.33,8,3,27772,1499921,"7084 Turner Crossing Suite 917
New Mary, AL 17062-1557"
66861,7.84,7,5,36036,1496577,"054 Corey Shore Apt. 224
Nataliemouth, MA 44975-6855"
64315,7.62,7,6,37218,1526915,"96225 Evan Springs Suite 707
New Traviston, SD 22484"
63867,6.39,9,4,14523,917611,"615 Alexander Plains Suite 955
West Alisonberg, VA 45700-1303"
81220,6.27,7,2,32860,1572990,"638 Lee Stream Suite 784
Mcclainview, AS 53593"
60881,6.08,7,3,42878,959416,"3052 Karen Rue
North Mark, MP 46431-8517"
66553,5.65,7,2,23632,960084,"49944 Antonio Bridge
Spencerchester, VI 61152-1552"
72896,6.05,8,3,40427,1526026,"6403 William Alley Suite 863
New Laura, LA 86502-4020"
59160,6.27,7,3,23253,1006886,"PSC 6566, Box 9029
APO AP 49388"
66413,5.43,6,3,50997,1105105,"74810 Luis Freeway Apt. 770
Shannonbury, NE 37690-1587"
67026,5.62,6,2,27678,625881,"3881 Brown Vista
Sharonburgh, DC 35897-2870"
77152,7.70,8,4,27118,1799827,"80069 Potter Stream
Lake Brandon, MD 94232-0817"
69799,5.68,6,4,38341,1152799,"Unit 9088 Box 5092
DPO AP 61699-0044"
55769,5.35,6,4,47990,846096,"0041 Brett Heights Suite 519
Annefurt, ID 69704"
81699,6.35,7,3,19502,1387865,"762 James Lake
Philiphaven, FL 02184"
57368,5.72,9,4,47734,1414287,"9546 Harris Drive Apt. 086
Lake Daniellechester, VT 75670"
80489,5.16,5,2,36743,1273309,"67397 Thompson Plaza Apt. 728
Lawrencefurt, MS 06637"
68091,5.36,8,3,44557,1489648,"1836 Shaw Lane Apt. 733
Gracetown, PW 83118-5264"
82588,5.71,7,3,55932,1765988,"0870 Dylan Islands
Jameschester, DE 28165-2437"
57408,7.07,6,2,27118,934112,"984 Ford Run
South Paulberg, IN 71636"
64332,4.18,8,5,30813,1095879,"183 Joshua Squares Apt. 379
New Cory, GU 09591"
66040,4.88,9,6,15613,876349,"4725 Briana Hill Suite 003
West Ashley, CO 79945-8862"
62397,5.87,6,3,40740,854946,"26518 Hunt Manor
Ellisfurt, MD 25316"
84811,6.25,7,2,28392,1349743,"25483 David Loop
Jeffreyport, ME 55376"
67051,4.46,7,3,39736,970826,"2340 Anthony Hollow
Freemanside, MT 89267"
83907,6.00,7,3,46092,1796010,"8244 Shawn View
New Michellebury, ND 54800-0758"
62346,5.36,6,4,41983,934492,"704 Christina Parkway
Rebeccatown, ME 17081"
60960,3.70,8,3,28172,584061,"238 Garcia Station
East Kevinfort, KY 10500"
68354,5.18,7,5,27805,895846,"5833 David Avenue
Joseland, PA 37286"
58662,6.57,7,4,17468,696040,"2947 Debbie Landing
Williamfort, ND 81224-4007"
66131,6.42,7,2,40980,1204137,"2919 Cohen Locks Apt. 284
West Jeremystad, MP 90078"
67351,5.78,6,4,47176,1413730,"420 Cooper Centers Apt. 190
Oneillton, PA 12326-4566"
59933,5.47,6,3,28593,607874,"43007 David Viaduct Apt. 280
Hinesland, GU 59831"
60840,5.41,7,2,36241,971099,"653 Elizabeth Haven Suite 794
New Gina, NV 81990-3134"
94712,5.43,5,2,49412,1714056,"9627 Marvin Roads Suite 413
Annetteberg, GU 40249"
74469,6.68,8,3,46500,1956439,"712 Donna Place Suite 070
South Heatherton, WI 38056-6074"
78753,6.18,9,3,50350,2013016,"57421 Martin Union Apt. 932
Sheliabury, AK 80914-6049"
80233,5.33,7,5,26263,1390498,"085 Solomon Avenue Apt. 122
Owenschester, HI 58030"
84473,5.34,7,4,31608,1529452,"3637 Snyder Flats Apt. 168
Dawnbury, WA 31077-5026"
78050,3.53,6,4,42857,1143215,"26958 Doris Turnpike Apt. 520
Gordontown, MS 10798-7400"
93178,6.32,7,6,42809,1949578,"968 Thomas Dale
West Adrianstad, HI 03715-0829"
69949,5.22,6,4,37358,1057799,"30791 Johnson Passage
South Chelsea, GA 08403"
85903,5.66,7,2,25593,1585874,"043 Castillo Extension Suite 128
Robertton, NH 79785"
65284,5.58,7,4,37825,1168994,"781 Erickson Plains Apt. 195
Ryanfurt, CT 69748"
79192,7.15,6,4,35107,1431916,"63414 Barbara Lane Apt. 338
East Amandatown, CT 45499-4725"
72243,4.76,8,6,43988,1409439,"626 Phyllis Pine Apt. 081
Lake Samantha, SC 71938"
63126,7.17,8,3,51219,1496724,"82924 Cindy Islands Apt. 673
Amymouth, MD 33351-2292"
78581,5.56,7,4,50891,1566568,"2205 David Coves Suite 961
Medinashire, LA 81653-3099"
59482,4.78,8,4,31201,986113,"385 Cameron Drives
West Tiffanyfort, FL 72018-5556"
66770,5.05,7,4,33238,885612,"69794 Gutierrez Forge
Derekton, KS 52626-5730"
75369,5.75,7,3,32075,1102260,"PSC 9750, Box 8010
APO AE 32543"
60420,6.85,7,2,38273,1268126,"3518 Justin Locks Suite 561
Bridgetport, VT 61702-9277"
78555,7.60,6,4,34514,1580692,"00149 Raymond Knolls
New Jason, UT 75026"
82074,5.00,7,4,36337,1128644,"59227 Caitlin Village Apt. 363
Jameshaven, SD 84032"
64254,5.09,9,4,58051,1524689,"9055 Underwood Extensions Suite 383
Parksmouth, AS 32380"
53433,6.68,9,5,36805,1176421,"33116 Guzman Extensions
West Jacquelineland, MA 77004"
67883,7.14,8,5,34639,1456274,"528 Mary Stream
Hernandezfort, UT 06463-1898"
91833,6.13,8,4,31105,1777516,"6789 Jacqueline Mount Suite 847
North Susantown, IA 57584-3307"
70671,6.58,6,3,23592,1237903,"5319 Martin Gardens
Shaunburgh, MN 99631"
70315,5.88,6,4,49698,1385784,"29012 Jordan Islands
Wolftown, LA 74799"
48363,6.15,8,4,49354,1035126,"472 Hicks Park
South Michelle, VT 13422"
74022,6.74,6,4,30053,1358900,"Unit 7807 Box 8697
DPO AA 50317"
65183,4.85,8,6,48109,1311146,"8336 Williamson Mountain Apt. 487
Caseyshire, ID 82582-8714"
54049,4.39,8,5,42178,919927,"855 Kimberly Flat
North Brenda, RI 86613-4043"
72284,5.27,6,4,40277,985866,"440 Anthony Mission
South Sheilachester, NC 81707"
82476,4.92,6,3,30985,1196205,"5431 Jessica Expressway
Wrightshire, AL 12862"
79772,6.49,7,5,30612,1435981,"44050 Baker Light Suite 940
Mcdanielchester, NV 62238"
57236,3.94,8,3,24726,752800,"085 Hall Hills
New Frederick, WA 81713-3087"
43952,5.42,7,4,25139,324982,"672 Samantha Stravenue Apt. 802
Emilyshire, TX 04694"
56721,7.15,8,3,22904,1127638,"41545 Peter Expressway Apt. 766
Carrstad, SD 26832-7957"
56655,5.19,5,3,25802,239320,"3677 Gamble Road Apt. 473
Lake Laurie, MO 96320-4134"
40186,5.95,6,4,37767,529282,"551 Bradley Lock Suite 096
Shanefort, MH 03266"
71227,7.00,8,4,20096,1455692,"10454 Gonzales Summit Apt. 065
Chambersstad, AL 93059-4957"
52445,8.19,7,4,39288,1371527,"95608 Nunez Cliffs
Millerland, PW 96516-2702"
56826,6.56,8,6,43475,1231452,"09035 Yolanda Lakes Apt. 617
Camachoside, NV 38241"
55622,3.74,7,2,63185,1102641,"704 Davis Valleys Suite 264
Collinstown, DE 61159"
66510,5.05,6,2,29294,758263,"108 Wendy Heights Suite 575
South Dawntown, FL 32058"
62639,5.55,5,2,27813,476971,"4540 Henderson Canyon Apt. 901
Turnerton, GA 09258-6031"
79453,6.15,7,4,44852,1706690,"548 Lawrence Wells Apt. 239
West Emma, AK 13256"
83137,5.40,6,2,30483,1079745,"Unit 1552 Box 3165
DPO AE 06786-3524"
69143,4.98,7,4,24405,766594,"5762 Davis Islands
North Bradley, IA 86152"
68278,5.93,5,3,38100,905045,"24421 Lang Terrace Suite 680
New Peggy, WI 56339-7796"
72251,6.67,7,4,34879,1425115,"821 Thomas Lock
West Pamela, ME 68927-5573"
71374,5.47,7,5,51510,1512542,"206 Hayden Pass Apt. 154
Mendozastad, SC 79371"
81503,6.78,7,3,46674,1650342,"474 Sanford Creek
Seanmouth, MA 72287-3448"
60569,7.61,8,3,16351,1112548,"99704 Carroll Squares
Lindatown, NH 36394"
72684,6.03,7,3,18539,942509,"1512 Jamie Inlet Suite 784
Grimesside, ID 88370-3426"
73764,6.42,8,4,38551,1642845,"769 Alexander Ranch
Clarkberg, MS 67017"
75781,5.10,7,4,34945,1078713,"514 Hanson Garden Suite 188
Hamiltonstad, NC 25641-9151"
77883,6.11,7,6,27529,1333865,"4594 Megan Fall Suite 136
East Jaredfurt, MA 40874"
70608,4.44,7,3,24388,684050,"4178 Mcneil Lights
North Dawnshire, PA 34945-8793"
67783,5.67,8,6,46608,1311067,"57864 Andrew Ranch Suite 556
North Alishafurt, AK 32981-0368"
57715,4.96,8,5,53101,1172133,"107 Reid Estate Suite 323
Johnstad, MI 66292-5193"
88614,3.48,8,5,42905,1419536,"611 Lauren Flat Suite 569
Lake Mary, IN 77960-4493"
73559,6.16,7,4,34375,1288427,"37058 Chris Route
South William, VT 39597"
81776,5.77,7,6,30071,1500940,"879 Jones Dale Apt. 502
West Kristin, UT 41479-6892"
42462,6.04,8,4,42192,1000087,"5860 Angela Landing
Port Phillip, RI 06555-6716"
72097,6.40,9,3,31584,1457768,"44822 Little Lake
Waynetown, PA 79649-4781"
43922,5.86,7,5,42251,747933,"3112 Wells Parkway Apt. 414
South Emilychester, MD 63012"
64115,6.62,7,3,25273,1024738,"092 Melanie Vista Suite 316
Lake Kathystad, ND 52672-8629"
77574,4.98,8,3,39055,1517667,"6481 Cox Island
Angelastad, PW 67519-1207"
70037,6.29,6,2,25064,953841,"537 Petersen Common Suite 992
East Marymouth, MP 64010"
71184,5.41,7,4,46955,1375498,"1442 Elizabeth Rue
North Jasmine, ID 74627-1634"
67316,6.64,9,4,37811,1645530,"30425 Steven Loop Apt. 820
Alexiston, VA 51592-3127"
72814,8.54,8,3,35015,1727007,"309 Ortiz Burg Suite 125
West Lisa, VI 49031-0820"
73023,5.69,8,5,40513,1597330,"981 Tabitha Point
Candiceland, IN 88442-5459"
